,code,state,ca_monthly,poverty_rate
843,SD,South Dakota,75,7.1
844,SD,South Dakota,100,6.6
845,SD,South Dakota,125,6.5
846,SD,South Dakota,150,6.3
847,SD,South Dakota,175,5.6
848,SD,South Dakota,200,5.2
849,SD,South Dakota,225,5.2
850,SD,South Dakota,250,4.4
851,SD,South Dakota,275,4.3
852,SD,South Dakota,300,3.5
853,SD,South Dakota,325,3.4
854,SD,South Dakota,350,3.1
855,SD,South Dakota,375,2.9
856,SD,South Dakota,400,2.6
857,SD,South Dakota,425,2.4
858,SD,South Dakota,450,2.1
859,SD,South Dakota,475,1.8
860,SD,South Dakota,500,1.6
861,TN,Tennessee,0,13.3
862,TN,Tennessee,25,13.0
863,TN,Tennessee,50,11.9
864,TN,Tennessee,75,11.2
865,TN,Tennessee,100,10.5
866,TN,Tennessee,125,9.9
867,TN,Tennessee,150,8.9
868,TN,Tennessee,175,8.7
869,TN,Tennessee,200,8.4
870,TN,Tennessee,225,7.4
871,TN,Tennessee,250,6.6
872,TN,Tennessee,275,6.2
873,TN,Tennessee,300,6.2
874,TN,Tennessee,325,5.8
875,TN,Tennessee,350,5.8
876,TN,Tennessee,375,5.3
877,TN,Tennessee,400,4.7
878,TN,Tennessee,425,4.3
879,TN,Tennessee,450,4.0
880,TN,Tennessee,475,3.6
881,TN,Tennessee,500,3.6
882,TX,Texas,0,16.2
883,TX,Texas,25,15.4
884,TX,Texas,50,14.0
885,TX,Texas,75,13.1
886,TX,Texas,100,12.2
887,TX,Texas,125,11.7
888,TX,Texas,150,11.1
889,TX,Texas,175,10.3
890,TX,Texas,200,9.5
891,TX,Texas,225,8.9
892,TX,Texas,250,8.4
893,TX,Texas,275,7.9
894,TX,Texas,300,7.2
895,TX,Texas,325,6.7
896,TX,Texas,350,6.3
897,TX,Texas,375,5.9
898,TX,Texas,400,5.7
899,TX,Texas,425,5.4
900,TX,Texas,450,5.0
901,TX,Texas,475,4.7
902,TX,Texas,500,4.4
903,UT,Utah,0,8.2
904,UT,Utah,25,7.8
905,UT,Utah,50,7.2
906,UT,Utah,75,6.5
907,UT,Utah,100,6.2
908,UT,Utah,125,6.1
909,UT,Utah,150,5.7
910,UT,Utah,175,5.7
911,UT,Utah,200,5.3
912,UT,Utah,225,4.9
913,UT,Utah,250,4.7
914,UT,Utah,275,4.3
915,UT,Utah,300,3.6
916,UT,Utah,325,3.6
917,UT,Utah,350,3.5
918,UT,Utah,375,3.3
919,UT,Utah,400,3.1
920,UT,Utah,425,3.0
921,UT,Utah,450,2.9
922,UT,Utah,475,2.9
923,UT,Utah,500,2.8
924,VT,Vermont,0,10.4
925,VT,Vermont,25,9.5
926,VT,Vermont,50,9.1
927,VT,Vermont,75,8.8
928,VT,Vermont,100,8.2
929,VT,Vermont,125,8.0
930,VT,Vermont,150,7.8
931,VT,Vermont,175,7.4
932,VT,Vermont,200,7.0
933,VT,Vermont,225,6.8
934,VT,Vermont,250,6.5
935,VT,Vermont,275,6.4
936,VT,Vermont,300,6.4
937,VT,Vermont,325,6.2
938,VT,Vermont,350,5.4
939,VT,Vermont,375,5.1
940,VT,Vermont,400,4.8
941,VT,Vermont,425,4.7
942,VT,Vermont,450,4.4
943,VT,Vermont,475,4.2
944,VT,Vermont,500,4.1
945,VA,Virginia,0,14.9
946,VA,Virginia,25,14.5
947,VA,Virginia,50,13.9
948,VA,Virginia,75,12.5
949,VA,Virginia,100,11.9
950,VA,Virginia,125,11.1
951,VA,Virginia,150,10.5
952,VA,Virginia,175,9.9
953,VA,Virginia,200,9.7
954,VA,Virginia,225,9.2
955,VA,Virginia,250,8.6
956,VA,Virginia,275,8.3
957,VA,Virginia,300,7.7
958,VA,Virginia,325,7.4
959,VA,Virginia,350,7.2
960,VA,Virginia,375,6.6
961,VA,Virginia,400,5.8
962,VA,Virginia,425,5.4
963,VA,Virginia,450,5.0
964,VA,Virginia,475,4.9
965,VA,Virginia,500,4.9
966,WA,Washington,0,10.9
967,WA,Washington,25,10.5
968,WA,Washington,50,9.3
969,WA,Washington,75,8.5
970,WA,Washington,100,8.1
971,WA,Washington,125,7.8
972,WA,Washington,150,7.2
973,WA,Washington,175,6.9
974,WA,Washington,200,6.7
975,WA,Washington,225,6.5
976,WA,Washington,250,6.0
977,WA,Washington,275,5.6
978,WA,Washington,300,5.5
979,WA,Washington,325,4.7
980,WA,Washington,350,4.5
981,WA,Washington,375,4.2
982,WA,Washington,400,4.1
983,WA,Washington,425,4.0
984,WA,Washington,450,3.8
985,WA,Washington,475,3.7
986,WA,Washington,500,3.6
987,WV,West Virginia,0,16.0
988,WV,West Virginia,25,15.1
989,WV,West Virginia,50,14.5
990,WV,West Virginia,75,13.2
991,WV,West Virginia,100,12.3
992,WV,West Virginia,125,11.7
993,WV,West Virginia,150,10.8
994,WV,West Virginia,175,10.2
995,WV,West Virginia,200,9.6
996,WV,West Virginia,225,9.0
997,WV,West Virginia,250,7.9
998,WV,West Virginia,275,7.5
999,WV,West Virginia,300,6.8
1000,WV,West Virginia,325,5.9
1001,WV,West Virginia,350,5.5
1002,WV,West Virginia,375,5.0
1003,WV,West Virginia,400,4.5
1004,WV,West Virginia,425,4.3
1005,WV,West Virginia,450,4.2
1006,WV,West Virginia,475,4.0
1007,WV,West Virginia,500,3.7
1008,WI,Wisconsin,0,8.1
1009,WI,Wisconsin,25,7.7
1010,WI,Wisconsin,50,6.9
1011,WI,Wisconsin,75,6.1
1012,WI,Wisconsin,100,5.6
1013,WI,Wisconsin,125,5.6
1014,WI,Wisconsin,150,5.4
1015,WI,Wisconsin,175,4.8
1016,WI,Wisconsin,200,4.5
1017,WI,Wisconsin,225,4.4
1018,WI,Wisconsin,250,4.3
1019,WI,Wisconsin,275,4.3
1020,WI,Wisconsin,300,4.1
1021,WI,Wisconsin,325,3.7
1022,WI,Wisconsin,350,3.3
1023,WI,Wisconsin,375,2.9
1024,WI,Wisconsin,400,2.9
1025,WI,Wisconsin,425,2.7
1026,WI,Wisconsin,450,2.5
1027,WI,Wisconsin,475,2.4
1028,WI,Wisconsin,500,2.2
1029,WY,Wyoming,0,10.1
1030,WY,Wyoming,25,9.3
1031,WY,Wyoming,50,8.9
1032,WY,Wyoming,75,8.3
1033,WY,Wyoming,100,7.9
1034,WY,Wyoming,125,7.8
1035,WY,Wyoming,150,7.0
1036,WY,Wyoming,175,6.5
1037,WY,Wyoming,200,6.1
1038,WY,Wyoming,225,6.0
1039,WY,Wyoming,250,5.6
1040,WY,Wyoming,275,5.4
1041,WY,Wyoming,300,4.9
1042,WY,Wyoming,325,4.5
1043,WY,Wyoming,350,4.5
1044,WY,Wyoming,375,4.4
1045,WY,Wyoming,400,4.2
1046,WY,Wyoming,425,3.9
1047,WY,Wyoming,450,3.6
1048,WY,Wyoming,475,3.4
1049,WY,Wyoming,500,2.8
1050,DC,District of Columbia,0,22.1
1051,DC,District of Columbia,25,21.3
1052,DC,District of Columbia,50,20.5
1053,DC,District of Columbia,75,19.5
1054,DC,District of Columbia,100,18.7
1055,DC,District of Columbia,125,17.4
1056,DC,District of Columbia,150,15.7
1057,DC,District of Columbia,175,15.1
1058,DC,District of Columbia,200,13.9
1059,DC,District of Columbia,225,12.6
1060,DC,District of Columbia,250,11.7
1061,DC,District of Columbia,275,11.0
1062,DC,District of Columbia,300,10.5
1063,DC,District of Columbia,325,10.0
1064,DC,District of Columbia,350,9.7
1065,DC,District of Columbia,375,9.3
1066,DC,District of Columbia,400,9.0
1067,DC,District of Columbia,425,8.6
1068,DC,District of Columbia,450,8.1
1069,DC,District of Columbia,475,7.4
1070,DC,District of Columbia,500,6.8
